,Unnamed: 0,ImageId,No. Mask,Otsu,"BW:1, Colour:0","class: colour=0, BW=1, BW/light=2",Dimension,IoU RW,IoU Ncut,IoU Felzen,IoU U-Net
258,258,6d327ab4f0e3604fa6e9b8041c7e6db86ab809890d886c691f6e59c9168b7fbe,17,0.4645022204350491,0,0,"(256, 320, 3)",0.3091980894922071,0.3480238633915105,0.23508919357216568,0.5968584356819651
259,259,b3b1626f8ad156acb2963d1faa6a368f9378a266c3b90d9321087fdc5b3032b4,27,0.051064644607843136,1,1,"(360, 360, 3)",0.3741391444059441,0.0,0.5676155009243784,0.7683516483516484
260,260,74a7785530687a11ecd073e772f90912d9967d02407a192bfab282c35f55ab94,24,0.5015969829963235,0,0,"(256, 320, 3)",0.07360703812316716,0.0,0.07497883597883598,0.16415789717006754
261,261,5c235b945b25b9905b9b0429ce59f1db51d0d0c7d48c2c21ab9f3ca54b0715e6,29,0.06648284313725493,1,1,"(360, 360, 3)",0.2823979167471937,0.0,0.4215330448538678,0.6225201465201465
262,262,49edc2f7715100fb0390916e52b3fd11a921f02e59509dc987f67840a36250fc,70,0.07426470588235294,1,1,"(520, 696, 3)",0.355045430236529,0.061754715872362934,0.6607082567923296,0.8396514375347216
263,263,f113626a04125d97b27f21b45a0ce9a686d73dee7b5dbc0725d49194ba0203bd,24,0.06295189950980393,1,1,"(360, 360, 3)",0.49266124661246613,0.0,0.8016819221967963,0.7905351170568562
264,264,e7a3a7c99483c243742b6cfa74e81cd48f126dcef004016ad0151df6c16a6243,150,0.06548713235294118,1,1,"(520, 696, 3)",0.1770360064976964,0.0,0.5925174097665176,0.7579790122912821
265,265,a486f6ed4b8781e7883e433d06a83dd66db3e8b36d45b9976c4214820ee22629,53,0.05526194852941176,1,1,"(520, 696, 3)",0.23274562474818428,0.0,0.6030050387807848,0.7923500842479755
266,266,40b00d701695d8ea5d59f95ac39e18004040c96d17fbc1a539317c674eca084b,24,0.11043198529411764,1,1,"(512, 640, 3)",0.2453048004626952,0.07768398268398267,0.24809701792460412,0.4065977903602164
267,267,9b25b8ffd5f52b6c3d235a42d51d380503d1f80b61ef0f62eeb696f5977c38e6,10,0.09721200980392156,1,1,"(256, 256, 3)",0.3377748068924539,0.12156177156177154,0.42258061383061385,0.6805841217605925
268,268,e5a7b8a9924b26b3abf039255a8a3bb00258f4966f68ff3349560b4350af9367,20,0.06256127450980392,1,1,"(360, 360, 3)",0.49187675070028003,0.0,0.4348145946772949,0.6903637770897834
269,269,f4c4db3df4ff0de90f44b027fc2e28c16bf7e5c75ea75b0a9762bbb7ac86e7a3,68,0.05107996323529411,1,1,"(603, 1272, 3)",0.0,0.0,0.02637525277833345,0.010159444985394351
270,270,f0c9f135c62572f3669a75b2c735e4477dc77fac85e653426ee2b3bcfbed7aaf,24,0.06706495098039215,1,1,"(360, 360, 3)",0.44180192466233664,0.0,0.547510766580534,0.8076489533011271
271,271,8d29c5a03e0560c8f9338e8eb7bccf47930149c8173f9ba4b9279fb87d86cf6d,38,0.19090073529411766,1,1,"(520, 696, 3)",0.6393967202812847,0.31414445955672077,0.6964243831503893,0.8055640940471778
272,272,a7f767ca9770b160f234780e172aeb35a50830ba10dc49c526f4712451abe1d2,11,0.4460600551470588,0,0,"(256, 320, 3)",0.22000000000000003,0.1,0.24583333333333335,0.2611111111111111
273,273,a101a00fea63f0c43abe5323f4f890bec881eb0caa3bc8498991ff5fd207ed91,18,0.27458639705882354,1,1,"(256, 256, 3)",0.6281931019231648,0.23774025974025975,0.5484954587895764,0.6219301376464564
274,274,7f2b154541166210f468d89bb0a7184f10e51168a181dbb8b686c14654ffa317,102,0.14000459558823528,1,1,"(520, 696, 3)",0.25642509042820116,0.010376143420093503,0.44358599422811185,0.6487077725524271
275,275,89be66f88612aae541f5843abcd9c015832b5d6c54a28103b3019f7f38df8a6d,19,0.05108762254901962,1,1,"(360, 360, 3)",0.4133552631578947,0.0,0.49589783281733757,0.6234313725490196
276,276,bfe8ef193a68a0a86a5e4ae1ddc27bda3f9ffe170494395be4030ba72737c565,37,0.09731158088235296,1,1,"(256, 256, 3)",0.05177617245728701,0.0,0.1857230698376302,0.5105075020438797
277,277,c44ed955eb2e5c8d820b01477e122b32eff6dd475343e11229c33d8af3473b22,123,0.07607996323529413,1,1,"(520, 696, 3)",0.22768214326260705,0.04988676417921701,0.5527172036781973,0.7307296118644809
278,278,751f421d322940d6efe3bd570a66ecda16d08a1b90bc32a6d7ae1af89856fd49,29,0.14158241421568624,1,1,"(256, 256, 3)",0.5624658088202226,0.1283545396045396,0.7251970807817885,0.8595238095238097
279,279,e321cfa987e77c21373a0f8b1236c83d6636306949a82a7f5b07fc0838e7777f,15,0.08667279411764706,1,1,"(256, 256, 3)",0.1667643373138729,0.04952380952380952,0.14807155404981492,0.3864302587677201
280,280,a1777737270c5f96c4523dff76e4097756f8f7d4c9d59bac079e31f9510deabd,26,0.05929074754901961,1,1,"(360, 360, 3)",0.2799727926273193,0.0,0.4461751152073733,0.6312301587301586
281,281,b61d3fb0d0ebbee018346e0adeff9e9178f33aa95262779b3c196f93b4ace895,170,0.1669577205882353,1,1,"(520, 696, 3)",0.20750272281191756,0.008293738442572429,0.37926572696955074,0.607524802640308
282,282,003cee89357d9fe13516167fd67b609a164651b21934585648c740d2c3d86dc1,36,0.1303768382352941,1,1,"(256, 256, 3)",0.49400920681379096,0.11453072624077458,0.6700559051397121,0.7515038115038115
283,283,b0e35e06b85da49bfe3ea737711a72b551a6add446e30eabb01aa683a79873c5,15,0.4988276700367647,0,0,"(256, 320, 3)",0.3409376571141277,0.2711296056884292,0.2578121878121878,0.4668441890926411
284,284,91cc2e0d4d6e2c1ad59a8d63bcbe3e2ea8bc7f8e642e942a0113450181e73379,36,0.07800245098039214,1,1,"(256, 256, 3)",0.062069604157452454,0.03169230769230769,0.3248342826010823,0.5450842660842661
285,285,8b12e18670e4b24d03567d1e17c0c24fadf0ea2c1e763983dd6bb4c44b7376a6,7,0.14432444852941173,1,1,"(256, 256, 3)",0.6816666666666668,0.4387842712842713,0.7905205905205904,0.915
286,286,4b274461c6d001a7a9aeaf5952b40ac4934d1be96b9c176edfd628a8f77e6df2,16,0.08690257352941178,1,1,"(256, 256, 3)",0.20385185185185187,0.02,0.42726493149093764,0.6090910364145659
287,287,10328b822b836e67b547b4144e0b7eb43747c114ce4cacd8b540648892945b00,23,0.16456801470588234,1,1,"(256, 256, 3)",0.5613943948519935,0.3076737537824494,0.5889147327726117,0.7012191797671011
288,288,813f41ef376c3cbcc9d6e2ce6a51c2ee068226d1c1b13404eb238dcfdd447c97,14,0.10638020833333336,1,1,"(256, 256, 3)",0.41760172490048647,0.1,0.5073179960771494,0.6556579449961804
289,289,1a11552569160f0b1ea10bedbd628ce6c14f29edec5092034c2309c556df833e,46,0.7335860906862746,1,2,"(1024, 1024, 3)",0.018,0.0,0.0125,0.1724817480750857
290,290,72b18a405555ad491721e29454e5cd325055ce81a9e78524b56f2c058a4d2327,7,0.08691789215686277,1,1,"(256, 256, 3)",0.33914141414141413,0.07142857142857142,0.5494949494949495,0.6427777777777778
291,291,1631352dbafb8a90f11219fffd3bea368a30bc3bad3bbe0e84e19bd720df4945,32,0.5968202512254901,0,0,"(256, 320, 3)",0.42897596656217346,0.6033790850489223,0.4116347995873858,0.5275570399621633
292,292,5ddbfba2519484316e4b7ccabfa605e6e6fd96c3d87ac8cdfd2c134571a15311,23,0.3537224264705882,1,1,"(256, 256, 3)",0.4256268946570671,0.2239375910131059,0.40145630107024405,0.4311421170356592
293,293,876423522bdec1602917b94163a21e05fc7b692045219b7bc96cdaf638c33c25,119,0.08106617647058822,1,1,"(520, 696, 3)",0.32776319246677255,0.021836803889556184,0.6785821079606258,0.7211512786583254
294,294,431b9b0c520a28375b5a0c18d0a5039dd62cbca7c4a0bcc25af3b763d4a81bec,11,0.08189338235294116,1,1,"(256, 256, 3)",0.21915204678362574,0.0,0.29471916971916967,0.5176046176046175
295,295,7ba20aa731cc21af74a8d940254176cbad1bdc44f240b550341c6d9c27509daa,18,0.11253829656862747,1,1,"(256, 256, 3)",0.41266194554238034,0.07502886002886004,0.5950057277030962,0.7688909017713366
296,296,bbfc4aab5645637680fa0ef00925eea733b93099f1944c0aea09b78af1d4eef2,12,0.14765625,1,1,"(520, 696, 3)",0.5849629781982724,0.05523809523809523,0.578731443994602,0.631060051060051
297,297,1c2f9e121fc207efff79d46390df1a740566b683ff56a96d8cabe830a398dd2e,12,0.14299172794117648,1,1,"(256, 256, 3)",0.3259566822066822,0.11742424242424243,0.5835745523826019,0.6425868249397662
298,298,5953af5080d981b554529971903d8bee9871457a4361b51f04ba04f43793dd8f,31,0.1101485906862745,1,1,"(256, 256, 3)",0.02783663704716336,0.02481060606060606,0.1240385386007821,0.4646186307553875
299,299,8f6597cd978c060378177df76e554d0578b97eab471e237dbe0adc0dd0d93d63,9,0.3751148897058824,1,1,"(256, 256, 3)",0.12222222222222223,0.1,0.1311111111111111,0.42102564102564105
300,300,08275a5b1c2dfcd739e8c4888a5ee2d29f83eccfa75185404ced1dc0866ea992,98,0.712469362745098,1,2,"(1024, 1024, 3)",0.013687416714258518,0.0,0.015426489183075603,0.2633127461192336
301,301,356d9903d16074f152fe8f2f0ef555d9959c53264228eae7373cad5cf35d4e85,54,0.2475107230392157,1,1,"(256, 256, 3)",0.7002949250588631,0.14340599513411817,0.5532230906039125,0.7065047675314186
302,302,2cfa857e63be1b418c91ad5ea1f8d136fd1b80fc856e1d4277274c3dea28011c,11,0.09801623774509806,1,1,"(256, 256, 3)",0.27230897757213546,0.0,0.5385829448329449,0.5434999640881994
303,303,45c3bdef1819ba7029990e159f61543ed25781d13fb4dc5d4de52e803debd7d3,8,0.14521292892156865,1,1,"(520, 696, 3)",0.6291666666666667,0.31636363636363635,0.6286868686868685,0.8341880341880341
304,304,64eeef16fdc4e26523d27bfa71a1d38d2cb2e4fa116c0d0ea56b1322f806f0b9,90,0.2437576593137255,1,1,"(256, 256, 3)",0.6492310698377959,0.13204558495015256,0.5408585721627064,0.665479094776289
305,305,5e263abff938acba1c0cff698261c7c00c23d7376e3ceacc3d5d4a655216b16d,78,0.7711320465686275,1,2,"(1024, 1024, 3)",0.0,0.0,0.0034188034188034192,0.32485533679146794
306,306,8c3ef7aa7ed29b62a65b1c394d2b4a24aa3da25aebfdf3d29dbfc8ad1b08e95a,39,0.2126761642156863,1,1,"(520, 696, 3)",0.597113183919082,0.3543888192406758,0.6867886061307114,0.803361376000978
307,307,80632d6be60c8462e50d51bcf5caf15308931603095d6b5e772a115cd0d0470c,36,0.08623621323529411,1,1,"(512, 640, 3)",0.10658631304049535,0.022278225806451613,0.12905405298154107,0.4604640578590159
308,308,ecb36c90cdd20245d89173c106f3c6a2d124d07bdea0ae202fb1efa49b0cd169,120,0.06123621323529412,1,1,"(520, 696, 3)",0.16393434170377633,0.004545454545454545,0.5888618409931092,0.8043743634285587
309,309,bf4a61bb81589c9a67e3343408befd3e135af5e88b50c17f998f2131d24bc271,3,0.5571323805147059,0,0,"(256, 320, 3)",0.2966666666666667,0.2333333333333333,0.24,0.4666666666666666
310,310,5908488d940e846cc121c768758da9b1bd5b9922417e20c9101a4e254fa98af8,46,0.14521292892156867,1,1,"(256, 256, 3)",0.6255825879546809,0.17574642580260488,0.5747977902855952,0.8068124351271991
311,311,693bc64581275f04fc456da74f031d583733360a1f6032fa38b3fbf592ff4352,57,0.09355851715686277,1,1,"(256, 256, 3)",0.035783816425120775,0.0020833333333333333,0.2092800994518155,0.4207086936960147
312,312,2cfa61bef6542dd359717e9131ce6f076c415a3bd7f48cb093b0d7f3b2ca785d,107,0.0587469362745098,1,1,"(520, 696, 3)",0.177064208650284,0.005154639175257732,0.6243613533683465,0.8384453374278114
313,313,4d09672bcf5a2661eea00891bbb8191225a06619a849aece37ad10d9dedbde3e,36,0.22228094362745096,1,1,"(520, 696, 3)",0.6118204752763575,0.34999730214513497,0.68,0.7576524974603722
314,314,f01a9742c43a69f087700a43893f713878e537bae8e44f76b957f09519601ad6,28,0.2126148897058824,1,1,"(520, 696, 3)",0.6579448063986439,0.42852516780449335,0.8101525845264501,0.9055813953488372
315,315,11a0170f44e3ab4a8d669ae8ea9546d3a32ebfe6486d9066e5648d30b4e1cb69,12,0.09072457107843138,1,1,"(256, 256, 3)",0.3078369257161827,0.0,0.5724323960353372,0.6915711100493709
316,316,8ecdb93582b2d5270457b36651b62776256ade3aaa2d7432ae65c14f07432d49,6,0.16377144607843136,1,1,"(256, 256, 3)",0.6610389610389611,0.48690476190476184,0.3846428571428571,0.8714285714285713
317,317,20c37b1ad2f510ed7396969e855fe93d0d05611738f6e706e8ca1d1aed3ded45,24,0.06996783088235292,1,1,"(512, 640, 3)",0.10893545671771479,0.06023391812865497,0.3206988705738706,0.5814920364280978
318,318,175dbb364bfefc9537931144861c9b6e08934df3992782c669c6fe4234319dfc,179,0.058409926470588236,1,1,"(520, 696, 3)",0.13221116613803524,0.0030303030303030303,0.6075841154078597,0.6714570715730049
319,319,7ac468eb217b7058d22c1711285d21949b4121bf3fa3217e3e51453666ebecff,6,0.10923713235294116,1,1,"(256, 256, 3)",0.43861471861471857,0.3123015873015873,0.6852813852813853,0.8128571428571428
320,320,4c465a54e329ec7b0f4bc5f6acdfd3192707d6c0fbdf557339485581c5a6b3c1,79,0.08651960784313728,1,1,"(256, 256, 3)",0.1592029980152992,0.03505434223704684,0.32133180406997475,0.5906187308115879
321,321,d7ec8003735996458b56ccb8ae34d080eb2a6adabef931323239632515b4b220,7,0.3763327205882353,1,1,"(256, 256, 3)",0.5448051948051948,0.31547619047619047,0.601948051948052,0.7305194805194806
322,322,4596961c789d3b41916492918797724fe75128239fefc516c3ee75322b7926f0,133,0.06319699754901961,1,1,"(520, 696, 3)",0.15157818413902951,0.00810006435006435,0.5785266122103467,0.6833428781920939
323,323,3852c7e45bd885b9537e276861ab50b99bb42f0f8e717d2f88174c62862ca3ff,56,0.27002910539215685,1,1,"(256, 256, 3)",0.48001356285863334,0.07389348710038365,0.3641124385964517,0.467352231102231
324,324,d7db360fabfce9828559a21f6bffff589ae868e0dc6101d7c1212de34a25e3cb,27,0.05121017156862745,1,1,"(360, 360, 3)",0.38307692307692304,0.0,0.38841805996978407,0.6887201081574483
325,325,da5f98f2b8a64eee735a398de48ed42cd31bf17a6063db46a9e0783ac13cd844,140,0.17715992647058826,1,1,"(520, 696, 3)",0.25250210261245043,0.04756137061346867,0.42221988803341876,0.6209223436570779
326,326,8a26b134fe9343c0c794513dae7787b7ac1debec3bb2a7096ab0b874a31d8175,29,0.18791360294117648,1,1,"(256, 256, 3)",0.5005047514047396,0.2017144582560404,0.5121194622327079,0.5470648894149506
327,327,5bda829acd824821bc1f3f6573cf065d364653d5322f033a4af943f7a6170566,20,0.047081801470588235,1,1,"(360, 360, 3)",0.3084523295778555,0.0,0.44437434177865576,0.7672739541160594
328,328,724b6b7044522f6d5ea35b55f8fa71d0a45a28687be2b7cac3149943ab816eec,18,0.08614430147058824,1,1,"(512, 640, 3)",0.06010835913312693,0.08625000000000001,0.08486730660643704,0.4501119591909066
329,329,3441821ebea04face181c9e2f4d0d09727c764827ac51b9e7fbadbebabeab225,28,0.07021292892156862,1,1,"(360, 360, 3)",0.22882802382802386,0.0,0.6493105748945571,0.6638102832839675
330,330,0c2550a23b8a0f29a7575de8c61690d3c31bc897dd5ba66caec201d201a278c2,73,0.6036002918198529,0,0,"(256, 320, 3)",0.18092678325443026,0.2608496926922811,0.23477481225745675,0.41893775126506255
331,331,5f9d29d6388c700f35a3c29fa1b1ce0c1cba6667d05fdb70bd1e89004dcf71ed,148,0.08662683823529413,1,1,"(520, 696, 3)",0.2759545555376152,0.03079432414172229,0.5764209591078081,0.7718051700812583
332,332,2c61fdcb36fd1b2944895af6204279e9f6c164ba894198b40c8b7a3c9bf500ea,29,0.5804230997242648,0,0,"(256, 320, 3)",0.3449225406893609,0.4697553566577956,0.2829603396897165,0.5453260218346425
333,333,00071198d059ba7f5914a526d124d28e6d010c92466da21d4a04cd5413362552,27,0.09489123774509804,1,1,"(256, 256, 3)",0.1096705922512374,0.06638624338624338,0.34417645572817984,0.484995522995523
334,334,6f8197baf738986a1ec3b6ba92b567863d897a739376b7cec5599ad6cecafdfc,20,0.2047640931372549,1,1,"(520, 696, 3)",0.6898984962406014,0.5929121392823752,0.7376239511823036,0.8697023809523811
335,335,237802ac5005f9cf782367156c46c383efd9e05088e5768ca883cbbe24abadb1,8,0.09778645833333333,1,1,"(256, 256, 3)",0.440952380952381,0.0,0.6708513708513709,0.8253968253968254
336,336,43cf6b2ec0b0745ac2b87b4d8780f62e9050d3f5d50a1fcefa42d166191e84c6,23,0.22296262254901966,1,1,"(520, 696, 3)",0.8330298525950699,0.6038149290975378,0.8217034339972871,0.9379710144927536
337,337,98a463483fe3a56deacc8bc00ab8aa62668bd40ad0c70bbe7deb10d3e4aeb0c0,125,0.054136029411764715,1,1,"(520, 696, 3)",0.10545121012783316,0.0,0.609972493461871,0.8438063019920088
338,338,c6216cdc42f61bc345434986db42e2ef9b9741aee3210b7a808e952e319d2305,32,0.25197610294117645,1,1,"(256, 256, 3)",0.5053819107013237,0.20225185809350962,0.4450350160694988,0.4291292041292041
339,339,ea00f5a91ca75e745d675201cc62d7db266f8e2787033e15a7dd5f1cc5c0ad72,40,0.14000459558823533,1,1,"(256, 256, 3)",0.5305608564498101,0.16038091543078065,0.6355821541794877,0.7717693350010424
340,340,3934a094e8537841e973342c7f8880606f7a2712b14930340d6f6c2afe178c25,65,0.5223811343443628,0,0,"(256, 320, 3)",0.22160362418489643,0.13217286756370314,0.1438319825662469,0.3550443076229401
341,341,483b89aa683542f1c63e62f5f71ae8ae1f959caf1c379cd61230a71cd1036732,13,0.11721047794117645,1,1,"(256, 256, 3)",0.4790490555196437,0.14902391725921138,0.674255331423187,0.8578571428571429
342,342,b1eb0123fe2d8c825694b193efb7b923d95effac9558ee4eaf3116374c2c94fe,12,0.05121017156862745,1,1,"(360, 360, 3)",0.37263559969442317,0.0,0.4266685520361991,0.4693657219973009
343,343,6c67b78e8164801059375ed9a607f61e67a7ae347e92e36a7f20514224541d56,111,0.4579884788602942,0,0,"(256, 320, 3)",0.14506378458833147,0.054974917703396596,0.1424732108428377,0.2982215876290061
344,344,b7a86f4968071e0f963fa87ef314fdd1b6c73a66355431cc53a37e193ba6be9b,9,0.1132046568627451,1,1,"(256, 256, 3)",0.39596051007815714,0.1,0.47228594934477286,0.8625
345,345,c53326fe49fc26b7fe602b9d8c0c2da2cb157690b44c2b9351a93f8d9bd8043d,101,0.3450903799019608,1,1,"(256, 256, 3)",0.13506073708169658,0.07366169239622215,0.1804266673431539,0.5275044151150377
346,346,b6d50fa22380ae3a7e8c52c5bc44a254e7b2596fd8927980dbe2c160cb5689b5,16,0.13645067401960784,1,1,"(256, 256, 3)",0.6071289218028347,0.2213684525193477,0.5608337825122814,0.6372410865874363
347,347,6b0ac2ab04c09dced54058ec504a4947f8ecd5727dfca7e0b3f69de71d0d31c7,10,0.522435814185049,0,0,"(256, 320, 3)",0.22474816849816853,0.08545454545454545,0.10426470588235295,0.3697581585081585
348,348,7aa1aaa5e032a980f434c8ed63efb57ab0d338d6154c47f7bb75afdc89f43c04,66,0.12411151960784315,1,1,"(256, 256, 3)",0.29603626821211265,0.05814899889463613,0.40044028517892516,0.6371699228506761
349,349,05a8f65ebd0b30d3b210f30b4d640c847c2e710d0d135e0aeeaccbe1988e3b6e,26,0.3386488970588235,1,1,"(256, 256, 3)",0.5988635596859282,0.2835418882193076,0.5337350884409708,0.6473688348688349
350,350,7d40ea6ead1bec903f26d9046d291aedcb12a584b4d3b337ea252b34c7d86072,21,0.05512408088235293,1,1,"(360, 360, 3)",0.4051023252110209,0.0,0.4534209918850099,0.754105432663785
351,351,1bd0f2b3000b7c7723f25335fabfcdddcdf4595dd7de1b142d52bb7a186885f0,23,0.06254595588235294,1,1,"(360, 360, 3)",0.527009496574714,0.0,0.5144513212099431,0.8250921658986174
352,352,76c44d1addac92a65f1331f2d93f4e3b130bd4e538a6e5239c3ac1f4c403608a,35,0.2301240808823529,1,1,"(256, 256, 3)",0.6913982339488608,0.06730520879680543,0.5680521571532307,0.6439649788848874
353,353,ad9d305cbf193d4250743ead466bdaefe910835d7e352c544e22320e8336f5c1,34,0.05795802696078431,1,1,"(512, 640, 3)",0.16074946579262542,0.04759286412512219,0.137230195623961,0.6846316051448389
354,354,e9b8ad127f2163438b6236c74938f43d7b4863aaf39a16367f4af59bfd96597b,12,0.19168198529411767,1,1,"(256, 256, 3)",0.34959682860998653,0.09972527472527473,0.41706477732793523,0.6306950067476383
355,355,e1bcb583985325d0ef5f3ef52957d0371c96d4af767b13e48102bca9d5351a9b,6,0.32632506127450983,1,1,"(256, 256, 3)",0.22666666666666666,0.0,0.18666666666666668,0.13055555555555556
356,356,06c779330d6d3447be21df2b9f05d1088f5b3b50dc48724fc130b1fd2896a68c,30,0.07032781862745098,1,1,"(360, 360, 3)",0.34727939817888803,0.0,0.6150966829419515,0.7364519097021748
357,357,5d75a63972ef643efd7c42f20668b167f2af43635d6263962d84e62e7609ab51,88,0.5608605085784314,0,0,"(256, 320, 3)",0.2823192265056317,0.2074535257260685,0.22585926542384643,0.337810395101185
358,358,9cbc0700317361236a9fca2eb1f8f79e3a7da17b1970c179cf453921a6136001,7,0.3007276348039216,1,1,"(256, 256, 3)",0.6396825396825396,0.08571428571428572,0.5361111111111111,0.5182539682539683
359,359,7f34dfccd1bc2e2466ee3d6f74ff05821a0e5404e9cf2c9568da26b59f7afda5,55,0.5965228255208332,0,0,"(256, 320, 3)",0.20372842229299537,0.2839523546313606,0.2716654054032758,0.43355175156244224
360,360,b1a239838c7dbb34ffea851ad537899f24da62f4e3f3fd6d835ff7b922f27313,29,0.04338235294117647,1,1,"(360, 360, 3)",0.4052281052281052,0.0,0.41442399206271824,0.7075649350649351
361,361,ef3ef194e5657fda708ecbd3eb6530286ed2ba23c88efb9f1715298975c73548,75,0.5841191620710784,0,0,"(256, 320, 3)",0.21333855159530885,0.16008826681581953,0.18037216324890593,0.3722260520350233
362,362,6b6d4e6ff52de473a4b6f8bd0f11ae22242d508cc4117ff38ec39cbb88088aaa,61,0.058938419117647065,1,1,"(520, 696, 3)",0.12690770437423188,0.009225589225589225,0.6439160977298058,0.7097136446068919
363,363,0ea221716cf13710214dcd331a61cea48308c3940df1d28cfc7fd817c83714e1,369,0.2875,1,1,"(520, 696, 3)",0.09309697191069485,0.009699148258268876,0.11414967534911875,0.4317815284937613
364,364,2246874c8b5ba218d01ad8153a201ad4660195f3e4c65da6b9d4ccaf82cb7edf,83,0.4918730560661765,0,0,"(256, 320, 3)",0.1984808469156569,0.19875127361335637,0.21850605271386886,0.3329988641439029
365,365,8bef203fce625e4d8c89dca728158be4662dfdfdcd4dc73a6aa39a908c1631bc,20,0.11019454656862747,1,1,"(256, 256, 3)",0.25912726062182584,0.03809523809523809,0.41484656006301435,0.603715077526172
366,366,5bb8508ff8ec8683fc6a8aa6bd470f6feb3af4eccdca07f51a1ebc9dad67cfb8,32,0.18279718137254905,1,1,"(520, 696, 3)",0.607031616965995,0.37550107733423205,0.7009528231479368,0.7889902731427499
367,367,3ca8181367fc1258a418f7bf5044533c83e02a59c1a96def043295c429c297a8,20,0.05507812500000001,1,1,"(360, 360, 3)",0.36839450404667795,0.0,0.7099556973241183,0.8443414322250641
368,368,ec486143ecfec847c22cd8cbc207d85312bcf38e61c9b9a805e0d12add62da8d,11,0.2378446691176471,1,1,"(256, 256, 3)",0.7798879551820728,0.19038461538461537,0.6405006105006105,0.7335784313725491
369,369,a0325cb7aa59e9c0a75e64ba26855d8032c46161aa4bca0c01bac5e4a836485e,39,0.6627454557291665,0,0,"(256, 320, 3)",0.25541830811141125,0.16999416958187574,0.17440623892236795,0.30300608610466784
370,370,d7d12a2acc47a94961aeb56fd56e8a0873016af75f5dd10915de9db8af8e4f5e,22,0.04723498774509805,1,1,"(360, 360, 3)",0.44022251212056307,0.0,0.5234793164914868,0.6550349650349649
371,371,ed4b8e0d756836be7acb2e2b7799c473b52424e3092a71d3c6d23558e500dc4c,76,0.2180606617647059,1,1,"(256, 256, 3)",0.6719515486353955,0.21232237228427264,0.6032798625161764,0.6483654588173202
372,372,1e8408fbb1619e7a0bcdd0bcd21fae57e7cb1f297d4c79787a9d0f5695d77073,14,0.09410998774509803,1,1,"(256, 256, 3)",0.39195539754363284,0.06829248366013072,0.42997448165869223,0.6487720612720612
373,373,08ae2741df2f5ac815c0f272a8c532b5167ee853be9b939b9b8b7fa93560868a,7,0.17576593137254906,1,1,"(256, 256, 3)",0.8032478632478632,0.31825396825396823,0.5256060606060606,0.8472222222222221
374,374,7b5987a24dd57325e82812371b3f4df7edc528e0526754ba94cf3a1ea4df25d2,49,0.10111060049019607,1,1,"(256, 256, 3)",0.13426705986136744,0.020404040404040404,0.31717970891313296,0.5537452599080506
375,375,af576e8ec3a8d0b57eb6a311299e9e4fd2047970d3dd9d6f52e54ea6a91109da,2,0.5763172028186275,0,0,"(256, 320, 3)",0.0,0.0,0.0,0.15
376,376,54793624413c7d0e048173f7aeee85de3277f7e8d47c82e0a854fe43e879cd12,73,0.7448988970588235,1,2,"(1024, 1024, 3)",0.014694369165913882,0.0,0.013968407127507127,0.3730908702251505
377,377,6fc83b33896f58a4a067d8fdcf51f15d4ae9be05d8c3815d23336f1f2a8c45a1,23,0.05903033088235295,1,1,"(360, 360, 3)",0.49447282789674096,0.0,0.6423072423072422,0.8811578947368421
378,378,0b2e702f90aee4fff2bc6e4326308d50cf04701082e718d4f831c8959fbcda93,5,0.203170955882353,1,1,"(256, 256, 3)",0.8428571428571429,0.5873015873015872,0.7317460317460316,0.925
379,379,3a22fe593d9606d4f137461dd6802fd3918f9fbf36f4a65292be69670365e2ca,22,0.04322150735294118,1,1,"(360, 360, 3)",0.3698522167487685,0.0,0.4023579463133216,0.7432592040872933
380,380,a6001531274f9ad16e0ced40380f9667b9149558dea7053f7a7db18f5cd028c0,10,0.11420802696078433,1,1,"(256, 256, 3)",0.3082972582972583,0.19496503496503498,0.4051677489177489,0.5149892591069062
381,381,319b6cb8b0d24b38db5e3c6fbb13b062e2766d9af5ff9bccb8f439ac0d870e52,47,0.2437576593137255,1,1,"(256, 256, 3)",0.6900802502669233,0.16114624205330524,0.5191913922109096,0.5497017320398359
382,382,b214800de5ed4cc558f44d569495970f93c8c047f8e464c51d4bd5c276118423,64,0.5817608930759803,0,0,"(256, 320, 3)",0.3083540963942553,0.33101869478270307,0.2986518600991649,0.4303960702554018
383,383,f9ac03b0344ce8c48bc058448541f9211a1e5f4c94fdaf633dd534328d8610ab,20,0.14225643382352945,1,1,"(256, 256, 3)",0.6743092443092443,0.1585807554098409,0.6867412008281573,0.8229545454545454
384,384,be1916d0e5592c17f971315b5de720ef6894173087399daed94a52ef109c1572,8,0.3094745710784313,1,1,"(256, 256, 3)",0.37031746031746027,0.1,0.34543650793650793,0.6433766233766234
385,385,40bcdad218ac5f0885fc247d88fcad9f729f55c81c79d241a8f1559b6d8c0574,12,0.07784926470588235,1,1,"(256, 256, 3)",0.3048260073260073,0.0,0.4776854066985646,0.7850202429149797
386,386,4e1c889de3764694d0dea41e5682fedb265eaf2cdbe72ff6c1f518747d709464,43,0.2336780024509804,1,1,"(520, 696, 3)",0.49139874553849994,0.3350976204057513,0.5434588517336675,0.7236013164705865
387,387,5cc036b65f7f2d5480e2be111a561f3713ac021683a9a9138dc49492a29ce856,16,0.07488511029411765,1,1,"(256, 256, 3)",0.12278027083519075,0.0,0.46378508044035954,0.5301754385964912
